what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode, sharing",1284166217781
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1284166217781
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1284166217781
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1284166217781
java.vm.specification.version,sysinfo,,,"1.0",1284166217781
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1284166217781
java.vm.version,sysinfo,,,"1.5.0_19-b02",1284166217781
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1284166217984
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1284166218421
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1284166218718
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1284166218734
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1284166218875
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.context.ui",1284166218875
started,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1284166219187
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui",1284166219562
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1284166219671
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1284166223015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284166225093
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1284166228843
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1284166228875
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1284166229125
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1284166229718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284166353031
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284166959671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284166961421
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284166972390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167044484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167044906
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167146062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167147187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167164140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284167939890
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284167941828
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1284167942031
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1284167942093
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1284167942609
opened,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1284167942781
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1284167942843
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1284167942921
closed,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1284167942937
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.closeAll",1284167942953
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1284167943140
