what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1283064087296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283064089265
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064090078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064097421
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1283064106609
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1283064107015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283064108250
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1283064110093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064111031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064114390
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1283064114437
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283064117015
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1283064118515
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1283064119437
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064150593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064158968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064168078
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064170265
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1283064695921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064708187
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064710109
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1283064711328
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1283064713187
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1283064716546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064730343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064827078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1283064829296
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064831562
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283064846531
